record_id,series,sequence,title,youtube_id,transcript_rel,subtitle_rel,media_rel,media_match,media_candidates,transcript_words,last_timestamp,duration_seconds,transcript_sha256,subtitle_sha256,video_family_size,canonical_video_record
jiddu-krishnamurti/ending-all-fear/001-ojjZut2-fu0,jiddu-krishnamurti/ending-all-fear,1,J. Krishnamurti - San Diego 1970 - Public Talk 1 - How does one learn about oneself？,ojjZut2-fu0,markdown/lazyearn/jiddu-krishnamurti/ending-all-fear/001 - J. Krishnamurti - San Diego 1970 - Public Talk 1 - How does one learn about oneself？ [ojjZut2-fu0].md,subtitles/lazyearn/jiddu-krishnamurti/ending-all-fear/001 - J. Krishnamurti - San Diego 1970 - Public Talk 1 - How does one learn about oneself？ [ojjZut2-fu0].srt,lazyearn/jiddu-krishnamurti/ending-all-fear/001 - J. Krishnamurti - San Diego 1970 - Public Talk 1 - How does one learn about oneself？ [ojjZut2-fu0].mkv,exact-source-path,1,3809,"00:57:04,640",3424.64,f627318061f713063f39da8153f1980d778be11bfb07cc6d68fe2f706eff4614,d19e81b7fe9c1f7d901b5446181cfb00bc46320ec33ce3ab81b50586c09b6751,1,yes
jiddu-krishnamurti/ending-all-fear/002-1Z32Mh0EiBE,jiddu-krishnamurti/ending-all-fear,2,J. Krishnamurti - San Diego 1970 - Public Talk 2 - Can the human mind be completely free of fear？,1Z32Mh0EiBE,markdown/lazyearn/jiddu-krishnamurti/ending-all-fear/002 - J. Krishnamurti - San Diego 1970 - Public Talk 2 - Can the human mind be completely free of fear？ [1Z32Mh0EiBE].md,subtitles/lazyearn/jiddu-krishnamurti/ending-all-fear/002 - J. Krishnamurti - San Diego 1970 - Public Talk 2 - Can the human mind be completely free of fear？ [1Z32Mh0EiBE].srt,lazyearn/jiddu-krishnamurti/ending-all-fear/002 - J. Krishnamurti - San Diego 1970 - Public Talk 2 - Can the human mind be completely free of fear？ [1Z32Mh0EiBE].mkv,exact-source-path,1,3832,"00:56:29,078",3389.078,73285585f36cf3b02c5714f8aa4d70fb5b39d16a720ea08148943c443090096a,5578d5946f58864ec8944df7c9c090fe4a657c353f3cdbd00513716d87407b08,1,yes
jiddu-krishnamurti/ending-all-fear/003-bciKNE90kzU,jiddu-krishnamurti/ending-all-fear,3,J. Krishnamurti - San Diego 1970 - Public Talk 3 - Understanding meditation requires order,bciKNE90kzU,markdown/lazyearn/jiddu-krishnamurti/ending-all-fear/003 - J. Krishnamurti - San Diego 1970 - Public Talk 3 - Understanding meditation requires order [bciKNE90kzU].md,subtitles/lazyearn/jiddu-krishnamurti/ending-all-fear/003 - J. Krishnamurti - San Diego 1970 - Public Talk 3 - Understanding meditation requires order [bciKNE90kzU].srt,lazyearn/jiddu-krishnamurti/ending-all-fear/003 - J. Krishnamurti - San Diego 1970 - Public Talk 3 - Understanding meditation requires order [bciKNE90kzU].mkv,exact-source-path,1,3719,"00:56:53,800",3413.8,0b1d0878e39e3377ddec0fbf3c0b0631a96fc5b54ee445f1c7142b20d7a91b91,1928bfc2bc128173028d08f5999f7fa9e39648d1b2e73606c72535d8a95b9bd8,1,yes
jiddu-krishnamurti/ending-all-fear/004-2-dFPWqLIqM,jiddu-krishnamurti/ending-all-fear,4,J. Krishnamurti - San Diego 1970 - Public Talk 4 - What is meditation？,2-dFPWqLIqM,markdown/lazyearn/jiddu-krishnamurti/ending-all-fear/004 - J. Krishnamurti - San Diego 1970 - Public Talk 4 - What is meditation？ [2-dFPWqLIqM].md,subtitles/lazyearn/jiddu-krishnamurti/ending-all-fear/004 - J. Krishnamurti - San Diego 1970 - Public Talk 4 - What is meditation？ [2-dFPWqLIqM].srt,lazyearn/jiddu-krishnamurti/ending-all-fear/004 - J. Krishnamurti - San Diego 1970 - Public Talk 4 - What is meditation？ [2-dFPWqLIqM].webm,exact-source-path,1,4059,"00:57:02,560",3422.56,e21a18523421eeaac1cf8e5467b02dce3bdd1b462ace69474f9f5225e7c072ad,b75daa7f368e2ce3e750d412a19645ea68bdd41eb16ae1bdef9f8bb5faf66de1,1,yes
jiddu-krishnamurti/ending-all-fear/005-MV0tuEXTA-A,jiddu-krishnamurti/ending-all-fear,5,Audio ｜ J. Krishnamurti – San Diego 1970 – Students Discussion – How can the mind free itself of...,MV0tuEXTA-A,markdown/lazyearn/jiddu-krishnamurti/ending-all-fear/005 - Audio ｜ J. Krishnamurti – San Diego 1970 – Students Discussion – How can the mind free itself of... [MV0tuEXTA-A].md,subtitles/lazyearn/jiddu-krishnamurti/ending-all-fear/005 - Audio ｜ J. Krishnamurti – San Diego 1970 – Students Discussion – How can the mind free itself of... [MV0tuEXTA-A].srt,lazyearn/jiddu-krishnamurti/ending-all-fear/005 - Audio ｜ J. Krishnamurti – San Diego 1970 – Students Discussion – How can the mind free itself of... [MV0tuEXTA-A].mkv,exact-source-path,1,8545,"01:30:01,240",5401.24,4d97fa4973fcd6167cd1a96b6969a75222b42242eaf741f327bdd8d1abe6918f,4aaee2cc4237692be8a2e1870f50bc3b46214854368e749bf089556b2dd1e76a,1,yes
jiddu-krishnamurti/transformation-of-man/001-UzQF09RhlaU,jiddu-krishnamurti/transformation-of-man,1,J. Krishnamurti - Brockwood Park 1976 - Discussions with D. Bohm and D. Shainberg - Introduction,UzQF09RhlaU,markdown/lazyearn/jiddu-krishnamurti/transformation-of-man/001 - J. Krishnamurti - Brockwood Park 1976 - Discussions with D. Bohm and D. Shainberg - Introduction [UzQF09RhlaU].md,subtitles/lazyearn/jiddu-krishnamurti/transformation-of-man/001 - J. Krishnamurti - Brockwood Park 1976 - Discussions with D. Bohm and D. Shainberg - Introduction [UzQF09RhlaU].srt,lazyearn/jiddu-krishnamurti/transformation-of-man/001 - J. Krishnamurti - Brockwood Park 1976 - Discussions with D. Bohm and D. Shainberg - Introduction [UzQF09RhlaU].mkv,exact-source-path,1,1413,"00:09:37,020",577.02,4f1e49a438e063e76146d1ee2b991a9c10a1288fc580364d8110fdc674e404ce,036d7b2c082b191b71c1735c5825fab4f7b58e7cd3d96223fb05c651805f28fd,1,yes
jiddu-krishnamurti/transformation-of-man/002-Dvtxu1QJHeQ,jiddu-krishnamurti/transformation-of-man,2,J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 1 - Are we aware that we are...,Dvtxu1QJHeQ,markdown/lazyearn/jiddu-krishnamurti/transformation-of-man/002 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 1 - Are we aware that we are... [Dvtxu1QJHeQ].md,subtitles/lazyearn/jiddu-krishnamurti/transformation-of-man/002 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 1 - Are we aware that we are... [Dvtxu1QJHeQ].srt,lazyearn/jiddu-krishnamurti/transformation-of-man/002 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 1 - Are we aware that we are... [Dvtxu1QJHeQ].webm,exact-source-path,1,8369,"01:00:39,954",3639.954,09959e530c6f6f3b3ef980edde5e60aefc2c84f0f4b5908056a0328526a763b8,285a322f2e60403d7b1e4325aadbee3d1299a581f966a260032a6e673bb4c3b1,1,yes
jiddu-krishnamurti/transformation-of-man/003-ypM8EVALvEo,jiddu-krishnamurti/transformation-of-man,3,J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 2 -  A mechanical way of...,ypM8EVALvEo,markdown/lazyearn/jiddu-krishnamurti/transformation-of-man/003 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 2 -  A mechanical way of... [ypM8EVALvEo].md,subtitles/lazyearn/jiddu-krishnamurti/transformation-of-man/003 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 2 -  A mechanical way of... [ypM8EVALvEo].srt,lazyearn/jiddu-krishnamurti/transformation-of-man/003 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 2 -  A mechanical way of... [ypM8EVALvEo].webm,exact-source-path,1,8710,"01:00:31,540",3631.54,0d8a85113d34e068784cacf7e13074f5926fb58d5763493ba7806244f8791fe4,e644328f8ff1d42f0fd4206f6791f553b6bfaa4717fdefb0e84e287a068bfe03,1,yes
jiddu-krishnamurti/transformation-of-man/004-UT1gtGPBsWQ,jiddu-krishnamurti/transformation-of-man,4,J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 3 - Can I completely change...,UT1gtGPBsWQ,markdown/lazyearn/jiddu-krishnamurti/transformation-of-man/004 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 3 - Can I completely change... [UT1gtGPBsWQ].md,subtitles/lazyearn/jiddu-krishnamurti/transformation-of-man/004 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 3 - Can I completely change... [UT1gtGPBsWQ].srt,lazyearn/jiddu-krishnamurti/transformation-of-man/004 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 3 - Can I completely change... [UT1gtGPBsWQ].mkv,exact-source-path,1,6889,"00:49:50,180",2990.18,e97472826df83531f515e3040603cad884ec58fea2e586c0b5c7acb799605d02,6ddfda073382f679bfe12e0628dbc86e4dfd1f9b3f8a1ab81cc848f543cbe4a2,1,yes
jiddu-krishnamurti/transformation-of-man/005-EDNameIJ1uY,jiddu-krishnamurti/transformation-of-man,5,J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 4 -  In aloneness you can be...,EDNameIJ1uY,markdown/lazyearn/jiddu-krishnamurti/transformation-of-man/005 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 4 -  In aloneness you can be... [EDNameIJ1uY].md,subtitles/lazyearn/jiddu-krishnamurti/transformation-of-man/005 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 4 -  In aloneness you can be... [EDNameIJ1uY].srt,lazyearn/jiddu-krishnamurti/transformation-of-man/005 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 4 -  In aloneness you can be... [EDNameIJ1uY].webm,exact-source-path,1,7781,"00:57:29,274",3449.274,006c3e487b0818d6eb645d71e2f17e284bc4af5edb73a40d43ffe6e5bd944365,323df73e0c1519a15a88f10142e560831bfe70a4211cbb9d72cc9702509f9dc1,1,yes
jiddu-krishnamurti/transformation-of-man/006-z3VmciTsopE,jiddu-krishnamurti/transformation-of-man,6,J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 5 - Your image of yourself...,z3VmciTsopE,markdown/lazyearn/jiddu-krishnamurti/transformation-of-man/006 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 5 - Your image of yourself... [z3VmciTsopE].md,subtitles/lazyearn/jiddu-krishnamurti/transformation-of-man/006 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 5 - Your image of yourself... [z3VmciTsopE].srt,lazyearn/jiddu-krishnamurti/transformation-of-man/006 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 5 - Your image of yourself... [z3VmciTsopE].webm,exact-source-path,1,7617,"00:57:40,000",3460.0,0e8f4dbe6b3f8849041aaa283f313e943c0f7a6518d88898448ac308ec8518d2,08f648d22138bd70692818e4d86bb2f9a424dfe4fd0ae187bf3501374ac95a8f,1,yes
jiddu-krishnamurti/transformation-of-man/007-iDxzB_oDPnw,jiddu-krishnamurti/transformation-of-man,7,J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 6 - Any form of image...,iDxzB_oDPnw,markdown/lazyearn/jiddu-krishnamurti/transformation-of-man/007 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 6 - Any form of image... [iDxzB_oDPnw].md,subtitles/lazyearn/jiddu-krishnamurti/transformation-of-man/007 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 6 - Any form of image... [iDxzB_oDPnw].srt,lazyearn/jiddu-krishnamurti/transformation-of-man/007 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 6 - Any form of image... [iDxzB_oDPnw].webm,exact-source-path,1,7387,"00:56:37,000",3397.0,6565c36a60b6f25b698fafd10856415e831ae3715d14befc0c132002009bed8f,98ccb3b0d13e8bebde2456373f755dd60d77228a563f7fced405dba26a3959ec,1,yes
jiddu-krishnamurti/transformation-of-man/008-V9hCYaCOGpk,jiddu-krishnamurti/transformation-of-man,8,J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 7 - Life is sacred,V9hCYaCOGpk,markdown/lazyearn/jiddu-krishnamurti/transformation-of-man/008 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 7 - Life is sacred [V9hCYaCOGpk].md,subtitles/lazyearn/jiddu-krishnamurti/transformation-of-man/008 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 7 - Life is sacred [V9hCYaCOGpk].srt,lazyearn/jiddu-krishnamurti/transformation-of-man/008 - J. Krishnamurti - Brockwood Park 1976 - The Transformation of Man - 7 - Life is sacred [V9hCYaCOGpk].webm,exact-source-path,1,6715,"00:56:42,202",3402.202,f9a828246907210471f71d0740f9a6ac6577b367b437ee45455ec37f9142ee1c,da81d93177dbac926e119f1baf9dcd8e86f3dbd4fd2711a9875ce0e8e71c6b27,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/001-ux-1aRB8Res,jiddu-krishnamurti/wholly-different-way-of-living,1,J. Krishnamurti - San Diego 1974 - Conversation 1 - Knowledge and the transformation of man,ux-1aRB8Res,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/001 - J. Krishnamurti - San Diego 1974 - Conversation 1 - Knowledge and the transformation of man [ux-1aRB8Res].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/001 - J. Krishnamurti - San Diego 1974 - Conversation 1 - Knowledge and the transformation of man [ux-1aRB8Res].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/001 - J. Krishnamurti - San Diego 1974 - Conversation 1 - Knowledge and the transformation of man [ux-1aRB8Res].webm,exact-source-path,1,6262,"00:59:25,378",3565.378,4c649338aa27ab9fb7a9db7fd9305805efd5d8bd4514083c4b0e82fd4347bc42,f31153c0cbdac64750671ea2829dda1344955a574c72fe08b8d641dc4254c1ad,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/002-xvVL3tT5hZM,jiddu-krishnamurti/wholly-different-way-of-living,2,J. Krishnamurti - San Diego 1974 - Conversation 2 - Knowledge and conflict in human relationships,xvVL3tT5hZM,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/002 - J. Krishnamurti - San Diego 1974 - Conversation 2 - Knowledge and conflict in human relationships [xvVL3tT5hZM].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/002 - J. Krishnamurti - San Diego 1974 - Conversation 2 - Knowledge and conflict in human relationships [xvVL3tT5hZM].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/002 - J. Krishnamurti - San Diego 1974 - Conversation 2 - Knowledge and conflict in human relationships [xvVL3tT5hZM].webm,exact-source-path,1,6442,"00:59:07,598",3547.598,cfdfbf7fedcd56834c7e058170932ef0b13b657b4e9f0bc569a35595c4aa7ec6,cc8ab5f2617c3957ed14b78e790b6b9893dbc7c9e5821551009456a0561da62f,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/003-pmDUDo_YFoU,jiddu-krishnamurti/wholly-different-way-of-living,3,J. Krishnamurti - San Diego 1974 - Conversation 3 - What is communication with others？,pmDUDo_YFoU,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/003 - J. Krishnamurti - San Diego 1974 - Conversation 3 - What is communication with others？ [pmDUDo_YFoU].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/003 - J. Krishnamurti - San Diego 1974 - Conversation 3 - What is communication with others？ [pmDUDo_YFoU].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/003 - J. Krishnamurti - San Diego 1974 - Conversation 3 - What is communication with others？ [pmDUDo_YFoU].webm,exact-source-path,1,5791,"00:58:27,354",3507.354,c4f6fa8d1021e7bb0b0954263e9a889104d1b998b8491cec460b781520797300,bfb5e49b5686df0384eba8f3a018661fc39870eb118327c227f6020fdf031379,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/004-bUuvpNuX4rM,jiddu-krishnamurti/wholly-different-way-of-living,4,J. Krishnamurti - San Diego 1974 - Conversation 4 - What is a responsible human being？,bUuvpNuX4rM,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/004 - J. Krishnamurti - San Diego 1974 - Conversation 4 - What is a responsible human being？ [bUuvpNuX4rM].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/004 - J. Krishnamurti - San Diego 1974 - Conversation 4 - What is a responsible human being？ [bUuvpNuX4rM].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/004 - J. Krishnamurti - San Diego 1974 - Conversation 4 - What is a responsible human being？ [bUuvpNuX4rM].mkv,exact-source-path,1,6084,"00:58:50,373",3530.373,d3e969fdc8b22c5796c873876d0c9ee28781b5711d83eaf531d495e610d40bc9,ceabf7c45852f2d99ac697d7ef779d2fe4491ed0c2b27cd2c287f2564aa22579,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/005-z46n67DiiLg,jiddu-krishnamurti/wholly-different-way-of-living,5,J. Krishnamurti - San Diego 1974 - Convers. 5 - Order comes from the understanding of our disorder,z46n67DiiLg,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/005 - J. Krishnamurti - San Diego 1974 - Convers. 5 - Order comes from the understanding of our disorder [z46n67DiiLg].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/005 - J. Krishnamurti - San Diego 1974 - Convers. 5 - Order comes from the understanding of our disorder [z46n67DiiLg].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/005 - J. Krishnamurti - San Diego 1974 - Convers. 5 - Order comes from the understanding of our disorder [z46n67DiiLg].mkv,exact-source-path,1,5697,"01:00:13,760",3613.76,2308b4c39bdfc19cbb72e487c8abbb27eb846bd5083fc8212eaa66f75ffa43d8,a5b7080f443ad8e253ba734c91b3e89db008670a4b3d76471303688a0d000355,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/006-50eS3GZS6lk,jiddu-krishnamurti/wholly-different-way-of-living,6,J. Krishnamurti - San Diego 1974 - Conversation 6 - The nature and total eradication of fear,50eS3GZS6lk,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/006 - J. Krishnamurti - San Diego 1974 - Conversation 6 - The nature and total eradication of fear [50eS3GZS6lk].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/006 - J. Krishnamurti - San Diego 1974 - Conversation 6 - The nature and total eradication of fear [50eS3GZS6lk].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/006 - J. Krishnamurti - San Diego 1974 - Conversation 6 - The nature and total eradication of fear [50eS3GZS6lk].mkv,exact-source-path,1,5739,"00:58:05,026",3485.026,5c13a7774a7ef4f05ec38106134ceec9fb809441ad06a019a16d161251a9bb40,737c2c08df8ddbfa8f9212e4d94bc6bc6023b7dfb35ee6b8f2ce563e9ce6c7f0,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/007-WwL39WoQcEM,jiddu-krishnamurti/wholly-different-way-of-living,7,"J. Krishnamurti - San Diego 1974 - Conversation 7 - Understanding, not controlling, desire",WwL39WoQcEM,"markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/007 - J. Krishnamurti - San Diego 1974 - Conversation 7 - Understanding, not controlling, desire [WwL39WoQcEM].md","subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/007 - J. Krishnamurti - San Diego 1974 - Conversation 7 - Understanding, not controlling, desire [WwL39WoQcEM].srt","lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/007 - J. Krishnamurti - San Diego 1974 - Conversation 7 - Understanding, not controlling, desire [WwL39WoQcEM].mkv",exact-source-path,1,5851,"00:59:06,280",3546.28,4729f0c9aef98782fd62b04c0cd8d830b214ed11a4669dbf8cf46aa0c5f0b540,4a08bb04b163759113d1c1b6cc96641964cd26b8aa17dad799d556e11ff3088b,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/008-pg6xdfYe6To,jiddu-krishnamurti/wholly-different-way-of-living,8,J. Krishnamurti - San Diego 1974 - Conversation 8 - Does pleasure bring happiness？,pg6xdfYe6To,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/008 - J. Krishnamurti - San Diego 1974 - Conversation 8 - Does pleasure bring happiness？ [pg6xdfYe6To].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/008 - J. Krishnamurti - San Diego 1974 - Conversation 8 - Does pleasure bring happiness？ [pg6xdfYe6To].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/008 - J. Krishnamurti - San Diego 1974 - Conversation 8 - Does pleasure bring happiness？ [pg6xdfYe6To].mkv,exact-source-path,1,6055,"00:59:39,370",3579.37,cbb6fc1189bb82cdb97639e3edaf46ef81ca2b45f42853d414ecfea2ce229634,b215915131eabe36908734379431a99b72516dceb7e59991f3f4e727ad160d20,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/009-LO-oBa-ZKqQ,jiddu-krishnamurti/wholly-different-way-of-living,9,"J. Krishnamurti - San Diego 1974 - Conversation 9 - Sorrow, passion and beauty",LO-oBa-ZKqQ,"markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/009 - J. Krishnamurti - San Diego 1974 - Conversation 9 - Sorrow, passion and beauty [LO-oBa-ZKqQ].md","subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/009 - J. Krishnamurti - San Diego 1974 - Conversation 9 - Sorrow, passion and beauty [LO-oBa-ZKqQ].srt","lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/009 - J. Krishnamurti - San Diego 1974 - Conversation 9 - Sorrow, passion and beauty [LO-oBa-ZKqQ].mkv",exact-source-path,1,5455,"00:58:52,360",3532.36,34a402a2197a5693bf0233929e0fb0868394f5df7848aa31d74196c7a8cc7704,5d6205e835544358f92ef82efe0ef7636ea0e0900e7a72977e07586869666807,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/010-3QpZqgTqlEk,jiddu-krishnamurti/wholly-different-way-of-living,10,J. Krishnamurti - San Diego 1974 - Conversation 10 - The art of listening,3QpZqgTqlEk,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/010 - J. Krishnamurti - San Diego 1974 - Conversation 10 - The art of listening [3QpZqgTqlEk].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/010 - J. Krishnamurti - San Diego 1974 - Conversation 10 - The art of listening [3QpZqgTqlEk].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/010 - J. Krishnamurti - San Diego 1974 - Conversation 10 - The art of listening [3QpZqgTqlEk].mkv,exact-source-path,1,5764,"00:58:52,258",3532.258,ae589a7ba774b70fc8259b50e92975f2edec3db4d44593ea9bd3364bf857bb12,905d7ca397ac514be4e27736cdf445f3a8141cf5e830d218ff5977e7f7d60de9,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/011-6NnbKd8_Q28,jiddu-krishnamurti/wholly-different-way-of-living,11,J. Krishnamurti - San Diego 1974 - Conversation 11 - Being hurt and hurting others,6NnbKd8_Q28,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/011 - J. Krishnamurti - San Diego 1974 - Conversation 11 - Being hurt and hurting others [6NnbKd8_Q28].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/011 - J. Krishnamurti - San Diego 1974 - Conversation 11 - Being hurt and hurting others [6NnbKd8_Q28].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/011 - J. Krishnamurti - San Diego 1974 - Conversation 11 - Being hurt and hurting others [6NnbKd8_Q28].mkv,exact-source-path,1,6039,"00:59:05,562",3545.562,5dc189799bc2ad794a401050b05c770b0b89a21c8444a736ff28fcc0d0e8d32c,d51740a6d70ba56dc5cb539ff2c6a626a53064a3172ebed4d1796fe6a820106e,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/012-V2G-j-2v3FU,jiddu-krishnamurti/wholly-different-way-of-living,12,"J. Krishnamurti - San Diego 1974 - Conversation 12 - Love, sex and pleasure",V2G-j-2v3FU,"markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/012 - J. Krishnamurti - San Diego 1974 - Conversation 12 - Love, sex and pleasure [V2G-j-2v3FU].md","subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/012 - J. Krishnamurti - San Diego 1974 - Conversation 12 - Love, sex and pleasure [V2G-j-2v3FU].srt","lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/012 - J. Krishnamurti - San Diego 1974 - Conversation 12 - Love, sex and pleasure [V2G-j-2v3FU].mkv",exact-source-path,1,6041,"00:58:41,920",3521.92,3a2965e3eb00be2544b7c12fbbee79af7922bb4e1fe3a9c707db88faa85b43c3,99b9c1445a59adcd0f2365db07875285f3e63aeb183cb4b9263c7a2d34fb0925,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/013-huxxLqcZqCw,jiddu-krishnamurti/wholly-different-way-of-living,13,J. Krishnamurti - San Diego 1974 - Conversation 13 - A different way of living,huxxLqcZqCw,markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/013 - J. Krishnamurti - San Diego 1974 - Conversation 13 - A different way of living [huxxLqcZqCw].md,subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/013 - J. Krishnamurti - San Diego 1974 - Conversation 13 - A different way of living [huxxLqcZqCw].srt,lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/013 - J. Krishnamurti - San Diego 1974 - Conversation 13 - A different way of living [huxxLqcZqCw].mkv,exact-source-path,1,6306,"00:58:37,962",3517.962,68c766e400db9017b932a4efc21d635a270e482a35a803c88d6e98de3623a07d,27a2860993c9fa9bc7dfe80df4e6ac183c10e5b7f11cbd9216573b0a844c6423,1,yes
jiddu-krishnamurti/wholly-different-way-of-living/014-0D_1XdYRtI4,jiddu-krishnamurti/wholly-different-way-of-living,14,"J. Krishnamurti - San Diego 1974 - Conversation 14 - Death, life and love are indivisible",0D_1XdYRtI4,"markdown/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/014 - J. Krishnamurti - San Diego 1974 - Conversation 14 - Death, life and love are indivisible [0D_1XdYRtI4].md","subtitles/lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/014 - J. Krishnamurti - San Diego 1974 - Conversation 14 - Death, life and love are indivisible [0D_1XdYRtI4].srt","lazyearn/jiddu-krishnamurti/wholly-different-way-of-living/014 - J. Krishnamurti - San Diego 1974 - Conversation 14 - Death, life and love are indivisible [0D_1XdYRtI4].webm",exact-source-path,1,6045,"00:58:56,330",3536.33,ac77b9e460cdf6fe1fbca7321fcef1f8d5821747077146071012e76823cc73ec,038b081ce11ed4611bb02cea072a9640499e1dd0bc9fa4df8612d7c85ea23fb3,1,yes
