youtube_id,family_size,record_ids,series,titles
DwrRvp_qsRk,2,school-of-hard-knocks/entrepreneurship/043-DwrRvp_qsRk;school-of-hard-knocks/hard-knocks-interviews/044-DwrRvp_qsRk,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,He Made $500 Million Playing Real Life Monopoly;He Made $500 Million Playing Real Life Monopoly
EF6-Ed2H2cE,3,school-of-hard-knocks/10-questions-with-a-millionaire/001-EF6-Ed2H2cE;school-of-hard-knocks/entrepreneurship/033-EF6-Ed2H2cE;school-of-hard-knocks/hard-knocks-interviews/034-EF6-Ed2H2cE,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,"Asking A Billionaire Lawyer How To Make $1,000,000!;Asking A Billionaire Lawyer How To Make $1,000,000!;Asking A Billionaire Lawyer How To Make $1,000,000!"
E_9nX5ReMcY,2,school-of-hard-knocks/entrepreneurship/009-E_9nX5ReMcY;school-of-hard-knocks/hard-knocks-interviews/010-E_9nX5ReMcY,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Mega Mansion Owners How They Got Rich!;Asking Mega Mansion Owners How They Got Rich!
FLgy1LvYTDI,2,school-of-hard-knocks/entrepreneurship/104-FLgy1LvYTDI;school-of-hard-knocks/hard-knocks-interviews/106-FLgy1LvYTDI,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Millionaires How They Got RICH! (Houston);Asking Millionaires How They Got RICH! (Houston)
GCXhTFKVHkg,2,school-of-hard-knocks/entrepreneurship/045-GCXhTFKVHkg;school-of-hard-knocks/hard-knocks-interviews/046-GCXhTFKVHkg,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,I Was Broke.. Found God.. Now I Make $15M∕Year;I Was Broke.. Found God.. Now I Make $15M⧸Year
G_GZbtj0uP8,2,school-of-hard-knocks/entrepreneurship/061-G_GZbtj0uP8;school-of-hard-knocks/hard-knocks-interviews/062-G_GZbtj0uP8,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking San Francisco Millionaires How They Got Rich!;Asking San Francisco Millionaires How They Got Rich!
H1Dt1Pz-B4g,2,school-of-hard-knocks/entrepreneurship/103-H1Dt1Pz-B4g;school-of-hard-knocks/hard-knocks-interviews/105-H1Dt1Pz-B4g,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Millionaire Homeowners How They Got Rich;Asking Millionaire Homeowners How They Got Rich
HEgFl6N2u4M,2,school-of-hard-knocks/entrepreneurship/062-HEgFl6N2u4M;school-of-hard-knocks/hard-knocks-interviews/063-HEgFl6N2u4M,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Houston Moguls How They Got Rich!;Asking Houston Moguls How They Got Rich!
IUIG4YG0T-Q,2,school-of-hard-knocks/entrepreneurship/066-IUIG4YG0T-Q;school-of-hard-knocks/hard-knocks-interviews/067-IUIG4YG0T-Q,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Billionaires How They Got Rich! (Houston);Asking Billionaires How They Got Rich! (Houston)
Iw7huxwfHRM,2,school-of-hard-knocks/entrepreneurship/153-Iw7huxwfHRM;school-of-hard-knocks/hard-knocks-interviews/120-Iw7huxwfHRM,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Entrepreneurs How They Got RICH! (San Antonio);Asking Entrepreneurs How They Got RICH! (San Antonio)
JKkwS6FT7wY,2,school-of-hard-knocks/entrepreneurship/059-JKkwS6FT7wY;school-of-hard-knocks/hard-knocks-interviews/060-JKkwS6FT7wY,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Billionaires How They Got Rich! (New York);Asking Billionaires How They Got Rich! (New York)
JMIE80d0Aoo,2,school-of-hard-knocks/entrepreneurship/060-JMIE80d0Aoo;school-of-hard-knocks/hard-knocks-interviews/061-JMIE80d0Aoo,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Millionaires Who They're Voting For President;Asking Millionaires Who They're Voting For President
JsEUa3mMGe0,2,school-of-hard-knocks/entrepreneurship/070-JsEUa3mMGe0;school-of-hard-knocks/hard-knocks-interviews/071-JsEUa3mMGe0,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Millionaires How They Got RICH! (Dallas);Asking Millionaires How They Got RICH! (Dallas)
Kq4nx8DLrpY,2,school-of-hard-knocks/entrepreneurship/150-Kq4nx8DLrpY;school-of-hard-knocks/hard-knocks-interviews/117-Kq4nx8DLrpY,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Millionaires How They Got RICH! (Houston);Asking Millionaires How They Got RICH! (Houston)
Latp0XujNXk,2,school-of-hard-knocks/entrepreneurship/053-Latp0XujNXk;school-of-hard-knocks/hard-knocks-interviews/054-Latp0XujNXk,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Dubai Billionaires How They Got RICH!;Asking Dubai Billionaires How They Got RICH!
MQv7Te8VmYI,3,school-of-hard-knocks/10-questions-with-a-millionaire/016-MQv7Te8VmYI;school-of-hard-knocks/entrepreneurship/161-MQv7Te8VmYI;school-of-hard-knocks/hard-knocks-interviews/132-MQv7Te8VmYI,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,"How I Turned $1,000 Into $1 Billion;How I Turned $1,000 Into $1 Billion;How I Turned $1,000 Into $1 Billion"
MtvcqGNGev8,2,school-of-hard-knocks/entrepreneurship/151-MtvcqGNGev8;school-of-hard-knocks/hard-knocks-interviews/118-MtvcqGNGev8,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Entrepreneurs Guide To Start and Scale ANY Business;Entrepreneurs Guide To Start and Scale ANY Business
O5R1z_gPCSo,2,school-of-hard-knocks/entrepreneurship/068-O5R1z_gPCSo;school-of-hard-knocks/hard-knocks-interviews/069-O5R1z_gPCSo,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Wealthy Americans How They Got Rich! (Scottsdale);Asking Wealthy Americans How They Got Rich! (Scottsdale)
O_pe_5L769E,2,school-of-hard-knocks/entrepreneurship/160-O_pe_5L769E;school-of-hard-knocks/hard-knocks-interviews/124-O_pe_5L769E,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,"Asking Millionaires How To Make $1,000,000!;Asking Millionaires How To Make $1,000,000!"
OtWKuR2hU68,2,school-of-hard-knocks/entrepreneurship/069-OtWKuR2hU68;school-of-hard-knocks/hard-knocks-interviews/070-OtWKuR2hU68,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,I Asked Wall Street Millionaires How They Got RICH!;I Asked Wall Street Millionaires How They Got RICH!
PFvRtVvP-Bo,2,school-of-hard-knocks/entrepreneurship/079-PFvRtVvP-Bo;school-of-hard-knocks/hard-knocks-interviews/080-PFvRtVvP-Bo,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Millionaires How They Got RICH! (New York City);Asking Millionaires How They Got RICH! (New York City)
PN9Z4QH8X2w,2,school-of-hard-knocks/entrepreneurship/072-PN9Z4QH8X2w;school-of-hard-knocks/hard-knocks-interviews/073-PN9Z4QH8X2w,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Billionaires How They Got RICH!;Asking Billionaires How They Got RICH!
PWVoNu4ytEA,2,school-of-hard-knocks/entrepreneurship/065-PWVoNu4ytEA;school-of-hard-knocks/hard-knocks-interviews/066-PWVoNu4ytEA,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Miami Moguls How They Got Rich!;Asking Miami Moguls How They Got Rich!
QJP9OXmI5_4,3,school-of-hard-knocks/10-questions-with-a-millionaire/003-QJP9OXmI5_4;school-of-hard-knocks/entrepreneurship/052-QJP9OXmI5_4;school-of-hard-knocks/hard-knocks-interviews/053-QJP9OXmI5_4,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,I Was on Food Stamps... Now I Make $100M∕Year;I Was on Food Stamps... Now I Make $100M∕Year;I Was on Food Stamps... Now I Make $100M⧸Year
RGt99we0cGA,2,school-of-hard-knocks/entrepreneurship/154-RGt99we0cGA;school-of-hard-knocks/hard-knocks-interviews/121-RGt99we0cGA,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Golf Course Millionaires How They Got Rich;Asking Golf Course Millionaires How They Got Rich
TllMBc9YvKk,2,school-of-hard-knocks/entrepreneurship/031-TllMBc9YvKk;school-of-hard-knocks/hard-knocks-interviews/032-TllMBc9YvKk,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Wealthy Americans How They Got Rich!;Asking Wealthy Americans How They Got Rich!
TpVlJpiV6U8,3,school-of-hard-knocks/10-questions-with-a-millionaire/017-TpVlJpiV6U8;school-of-hard-knocks/entrepreneurship/163-TpVlJpiV6U8;school-of-hard-knocks/hard-knocks-interviews/134-TpVlJpiV6U8,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,10 Questions with a Millionaire: Founder & E-commerce Entrepreneur Robert Miller;10 Questions with a Millionaire: Founder & E-commerce Entrepreneur Robert Miller;10 Questions with a Millionaire： Founder & E-commerce Entrepreneur Robert Miller
V6I3R5Z-YZI,3,school-of-hard-knocks/10-questions-with-a-millionaire/008-V6I3R5Z-YZI;school-of-hard-knocks/entrepreneurship/095-V6I3R5Z-YZI;school-of-hard-knocks/hard-knocks-interviews/096-V6I3R5Z-YZI,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking A 27 Year Old How to Make $300 Million;Asking A 27 Year Old How to Make $300 Million;Asking A 27 Year Old How to Make $300 Million
VNtZfU84euk,2,school-of-hard-knocks/10-questions-with-a-millionaire/021-VNtZfU84euk;school-of-hard-knocks/entrepreneurship/171-VNtZfU84euk,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship,10 Questions with a Millionaire： Investor & Executive Doug Williams;10 Questions with a Millionaire: Investor & Executive Doug Williams
YU_58awAISY,2,school-of-hard-knocks/entrepreneurship/093-YU_58awAISY;school-of-hard-knocks/hard-knocks-interviews/094-YU_58awAISY,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Orlando Millionaire’s How They Got RICH!;Asking Orlando Millionaire’s How They Got RICH!
ZFkKWGnm1PA,2,school-of-hard-knocks/entrepreneurship/082-ZFkKWGnm1PA;school-of-hard-knocks/hard-knocks-interviews/083-ZFkKWGnm1PA,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,I Asked Miami Millionaires How They Got Rich;I Asked Miami Millionaires How They Got Rich
ZHFNlM0xG4U,2,school-of-hard-knocks/entrepreneurship/098-ZHFNlM0xG4U;school-of-hard-knocks/hard-knocks-interviews/100-ZHFNlM0xG4U,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Luxury Shoppers How They Got RICH! (Miami);Asking Luxury Shoppers How They Got RICH! (Miami)
ZX_BJKKyDXo,2,school-of-hard-knocks/entrepreneurship/058-ZX_BJKKyDXo;school-of-hard-knocks/hard-knocks-interviews/059-ZX_BJKKyDXo,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Young Entrepreneur Interviews Patrick Bet-David;Young Entrepreneur Interviews Patrick Bet-David
ZdUmqGB-XpA,2,school-of-hard-knocks/entrepreneurship/014-ZdUmqGB-XpA;school-of-hard-knocks/hard-knocks-interviews/015-ZdUmqGB-XpA,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,I Asked Dana White How He Made $500 Million!;I Asked Dana White How He Made $500 Million!
_5yi6XW4Av8,2,school-of-hard-knocks/entrepreneurship/092-_5yi6XW4Av8;school-of-hard-knocks/hard-knocks-interviews/093-_5yi6XW4Av8,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Millionaire Homeowners How They Got Rich;Asking Millionaire Homeowners How They Got Rich
_sAyC_CLqzg,2,school-of-hard-knocks/entrepreneurship/048-_sAyC_CLqzg;school-of-hard-knocks/hard-knocks-interviews/049-_sAyC_CLqzg,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Bugatti Owners How They Got RICH!;Asking Bugatti Owners How They Got RICH!
_wo0ox2mSjc,2,school-of-hard-knocks/entrepreneurship/155-_wo0ox2mSjc;school-of-hard-knocks/hard-knocks-interviews/122-_wo0ox2mSjc,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,HOW TO GET EVERYTHING YOU WANT IN LIFE Ft. Josh Terry;HOW TO GET EVERYTHING YOU WANT IN LIFE Ft. Josh Terry
aGrMOowjMag,2,school-of-hard-knocks/entrepreneurship/019-aGrMOowjMag;school-of-hard-knocks/hard-knocks-interviews/020-aGrMOowjMag,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,I Interviewed 30 Billionaires... Here’s What I Learned;I Interviewed 30 Billionaires... Here’s What I Learned
bPPc2coTClU,2,school-of-hard-knocks/entrepreneurship/054-bPPc2coTClU;school-of-hard-knocks/hard-knocks-interviews/055-bPPc2coTClU,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Meet The Kid Who Interviews Billionaires For a Living;Meet The Kid Who Interviews Billionaires For a Living
bfIJxp9ckKU,2,school-of-hard-knocks/entrepreneurship/046-bfIJxp9ckKU;school-of-hard-knocks/hard-knocks-interviews/047-bfIJxp9ckKU,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Wall Street Millionaires How To Make $1 Million;Asking Wall Street Millionaires How To Make $1 Million
bmQRL82f-5I,3,school-of-hard-knocks/10-questions-with-a-millionaire/012-bmQRL82f-5I;school-of-hard-knocks/entrepreneurship/105-bmQRL82f-5I;school-of-hard-knocks/hard-knocks-interviews/107-bmQRL82f-5I,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,6 Questions With A Public CEO;6 Questions With A Public CEO;6 Questions With A Public CEO
cTs9SgRk4SI,2,school-of-hard-knocks/entrepreneurship/027-cTs9SgRk4SI;school-of-hard-knocks/hard-knocks-interviews/028-cTs9SgRk4SI,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,I Was the 199th Pick... Now I'm Worth $300M (Tom Brady);I Was the 199th Pick... Now I'm Worth $300M (Tom Brady)
cttsP_8MjEo,3,school-of-hard-knocks/10-questions-with-a-millionaire/019-cttsP_8MjEo;school-of-hard-knocks/entrepreneurship/168-cttsP_8MjEo;school-of-hard-knocks/hard-knocks-interviews/138-cttsP_8MjEo,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,10 Questions with a Real Estate Millionaire: Tips for Building Wealth and Success;10 Questions with a Real Estate Millionaire: Tips for Building Wealth and Success;10 Questions with a Real Estate Millionaire： Tips for Building Wealth and Success
d4Yuq3iP5eI,3,school-of-hard-knocks/10-questions-with-a-millionaire/006-d4Yuq3iP5eI;school-of-hard-knocks/entrepreneurship/067-d4Yuq3iP5eI;school-of-hard-knocks/hard-knocks-interviews/068-d4Yuq3iP5eI,school-of-hard-knocks/10-questions-with-a-millionaire;school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,I Had to Beg Borrow & Steal.. Now I Make $300 Million;I Had to Beg Borrow & Steal.. Now I Make $300 Million;I Had to Beg Borrow & Steal.. Now I Make $300 Million
dK5bG5ZE3yI,2,school-of-hard-knocks/entrepreneurship/004-dK5bG5ZE3yI;school-of-hard-knocks/hard-knocks-interviews/004-dK5bG5ZE3yI,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Billionaires If Getting Rich Was Worth It;Asking Billionaires If Getting Rich Was Worth It
eEg5ZjFxMmU,2,school-of-hard-knocks/entrepreneurship/036-eEg5ZjFxMmU;school-of-hard-knocks/hard-knocks-interviews/037-eEg5ZjFxMmU,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Politicians How They Actually Got Rich!;Asking Politicians How They Actually Got Rich!
eSkosEaDnDw,2,school-of-hard-knocks/entrepreneurship/086-eSkosEaDnDw;school-of-hard-knocks/hard-knocks-interviews/087-eSkosEaDnDw,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Holiday Shoppers How They Got RICH!;Asking Holiday Shoppers How They Got RICH!
exeXKslPiDI,2,school-of-hard-knocks/entrepreneurship/087-exeXKslPiDI;school-of-hard-knocks/hard-knocks-interviews/088-exeXKslPiDI,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Texas Millionaires How They Got RICH!;Asking Texas Millionaires How They Got RICH!
gBBlX7v0910,2,school-of-hard-knocks/entrepreneurship/030-gBBlX7v0910;school-of-hard-knocks/hard-knocks-interviews/031-gBBlX7v0910,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking the RICHEST People in the World How They Got RICH!;Asking the RICHEST People in the World How They Got RICH!
gZ0RTpQZf8A,2,school-of-hard-knocks/entrepreneurship/049-gZ0RTpQZf8A;school-of-hard-knocks/hard-knocks-interviews/050-gZ0RTpQZf8A,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Dubai Supercar Owners How They Got RICH!;Asking Dubai Supercar Owners How They Got RICH!
gotxAQD0YkE,2,school-of-hard-knocks/entrepreneurship/040-gotxAQD0YkE;school-of-hard-knocks/hard-knocks-interviews/041-gotxAQD0YkE,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Palm Beach Billionaires How They Got So RICH!;Asking Palm Beach Billionaires How They Got So RICH!
hJYkUMV8I_s,2,school-of-hard-knocks/entrepreneurship/013-hJYkUMV8I_s;school-of-hard-knocks/hard-knocks-interviews/014-hJYkUMV8I_s,school-of-hard-knocks/entrepreneurship;school-of-hard-knocks/hard-knocks-interviews,Asking Millionaires How They Got RICH! (Philadelphia);Asking Millionaires How They Got RICH! (Philadelphia)
